Record ID,Subject Heading,General Heading Note,Title,Number,Date,Geographic Location,Corporate Name,Personal Name
"1305","Telephone Directory",,,,"Dec. 1949",,"Southern Pacific",
"1306","Telephone Directory",,,,"Dec. 1950",,"Southern Pacific",
"1307","Telephone Directory",,,,"Jul. 1965",,"Southern Pacific",
"1308","Telephone Directory",,,,"Apr. 1970",,"Southern Pacific",
"1309","Telephone Directory",,,,"1972",,"Southern Pacific",
"1310","Telephone Directory",,,,"1973",,"Southern Pacific",
"1311","Telephone Directory",,,,"1976",,"Southern Pacific",
"1312","Telephone Directory",,,,"1977",,"Southern Pacific",
"1313","Telephone Directory",,,,"1979",,"Southern Pacific",
"1314","Telephone Directory",,,,"1980",,"Southern Pacific",
"1315","Telephone Directory",,,,"1981",,"Southern Pacific",
"1316","Telephone Directory",,,,"1982",,"Southern Pacific",
"1317","Telephone Directory",,,,"1983",,"Southern Pacific",
"1318","Telephone Directory",,,,"Mar. 1987",,"Southern Pacific",
"1319","Telephone sales",,,,,,"Southern Pacific",
"1320","Telephones",,,,,,"Southern Pacific",
"1321","Tenders",,,,,,"Southern Pacific",
"1322","Terms",,,,,,"Southern Pacific",
"1323","Ticket offices",,,,,,"Southern Pacific",
"1324","Tickets",,,,,,"Southern Pacific",
"1325","Time service manuals",,,,"Jan. 2, 1958",,"Southern Pacific",
"1326","Time service regulations",,,,"1949",,"Southern Pacific",
"1327","Timekeeping",,,,,,"Southern Pacific",
"1328","Tool folio",,,,,,"Southern Pacific",
"1329","TOPS",,,,,,"Southern Pacific",
"1330","Track",,,,,,"Southern Pacific",
"1331","Track cars",,"Rules governing operation of track cars",,,,"Southern Pacific",
"1332","Track data",,,,"1951-1960",,"Southern Pacific",
"1333","Track",,"Test",,,,"Southern Pacific",
"1334","Track",,"Track directory and car tag designations",,,,"Southern Pacific",
"1335","Track Train Dynamics",,,,,,"Southern Pacific",
"1336","Track welding",,,,,,"Southern Pacific",
"1337","Trackage rights",,,,,,"Southern Pacific",
"1338","Train primer",,,,,,"Southern Pacific",
"1339","Personnel.  Trainmen",,"Schedule of pay and regulations for trainmen",,"May 1, 1920",,"Southern Pacific",
"1340","Personnel.  Trainmen",,"Schedule of pay and regulations for trainmen",,"Jun. 1, 1924",,"Southern Pacific",
"1341","Personnel.  Trainmen",,"Schedule of pay and regulations for trainmen",,"May 1, 1928",,"Southern Pacific",
"1342","Personnel.  Trainmen and yardmen",,"Schedule of pay and regulations for trainmen and yardmen",,"Dec. 1, 1900",,"Southern Pacific",
"1343","Personnel.  Trainmen and yardmen",,"Schedule of pay and regulations for trainmen and yardmen",,"Apr. and Oct. 1907",,"Southern Pacific",
"1344","Trains",,"Blocking instructions",,,,"Southern Pacific",
"1345","Trains",,"Examination",,,,"Southern Pacific",
"1346","Trains.  Freight",,,,,,"Southern Pacific",
"1347","Trains",,"Handling instructions",,"Mar. 1, 1972",,"Southern Pacific",
"1348","Trains",,"Operation",,,,"Southern Pacific",
"1349","Trains.  Passenger",,"Discontinuances",,,,"Southern Pacific",
"1350","Trains.  Passenger",,"All time roster",,,,"Southern Pacific",
"1351","Trains.  Passenger",,"Consists",,,,"Southern Pacific",
"1352","Trains.  Passenger",,,,"Not dated",,"Southern Pacific",
"1353","Trains.  Passenger",,,,"Mar. 1, 1937",,"Southern Pacific",
"1354","Trains.  Passenger",,,,"Feb. 15, 1938",,"Southern Pacific",
"1355","Trains.  Passenger",,,,"Apr. 15, 1938",,"Southern Pacific",
"1356","Trains.  Passenger",,,,"Apr. 23, 1947",,"Southern Pacific",
"1357","Trains.  Passenger",,,,"May 15, 1947",,"Southern Pacific",
"1358","Trains.  Passenger",,,,"Apr. 1, 1949",,"Southern Pacific",
"1359","Trains.  Passenger",,,,"Jun. 1952",,"Southern Pacific",
"1360","Trains.  Passenger",,"Apache",,"Not dated",,"Southern Pacific",
"1361","Trains.  Passenger",,"Apache",,"Apr. 22, 1926",,"Southern Pacific",
"1362","Trains.  Passenger",,"Argonaut",,,,"Southern Pacific",
"1363","Trains.  Passenger",,"Arizona Limited",,,,"Southern Pacific",
"1364","Trains.  Passenger",,"Arizona Limited",,"Nov. 1940",,"Southern Pacific",
"1365","Trains.  Passenger",,"Beaver",,,,"Southern Pacific",
"1366","Trains.  Passenger",,"Beaver",,"Jun. 2, 1947",,"Southern Pacific",
"1367","Trains.  Passenger",,"California Daylights",,"1949",,"Southern Pacific",
"1368","Trains.  Passenger",,"Californian",,"Not dated",,"Southern Pacific",
"1369","Trains.  Passenger",,"Californian",,"Dec. 28, 1936",,"Southern Pacific",
"1370","Trains.  Passenger",,"Californian",,"Jun. 1937",,"Southern Pacific",
"1371","Trains.  Passenger",,"Californian",,"Jul. 1937",,"Southern Pacific",
"1372","Trains.  Passenger",,"Californian",,"Feb. 15, 1938",,"Southern Pacific",
"1373","Trains.  Passenger",,"Californian",,"Mar. 25, 1939",,"Southern Pacific",
"1374","Trains.  Passenger",,"Californian",,"May 1, 1940",,"Southern Pacific",
"1375","Trains.  Passenger",,"Californian",,"May 15, 1940",,"Southern Pacific",
"1376","Trains.  Passenger",,"Californian",,"Apr. 18, 1941",,"Southern Pacific",
"1377","Trains.  Passenger",,"Californian",,"Oct. 1, 1941",,"Southern Pacific",
"1378","Trains.  Passenger",,"Cascade",,,,"Southern Pacific",
"1379","Trains.  Passenger",,"Cascade.  Discontinuances",,,,"Southern Pacific",
"1380","Trains.  Passenger",,"Cascade. History",,,,"Southern Pacific",
"1381","Trains.  Passenger",,"Cascade",,"Oct. 15, 1938",,"Southern Pacific",
"1382","Trains.  Passenger",,"Cascade",,"Mar. 14, 1947",,"Southern Pacific",
"1383","Trains.  Passenger",,"Cascade",,"Aug. 10, 1949",,"Southern Pacific",
"1384","Trains.  Passenger",,"Cascade",,"Aug. 13, 1950",,"Southern Pacific",
"1385","Trains.  Passenger",,"Cascade",,"Oct. 31, 1952",,"Southern Pacific",
"1386","Trains.  Passenger",,"Cascade",,"Sep. 1954",,"Southern Pacific",
"1387","Trains.  Passenger",,"Cascade",,"Aug. 1956",,"Southern Pacific",
"1388","Trains.  Passenger",,"Cascade",,"Feb. 1958",,"Southern Pacific",
"1389","Trains.  Passenger",,"Challenger",,,,"Southern Pacific",
"1390","Trains.  Passenger",,"Challenger",,"Sep. 27, 1940",,"Southern Pacific",
"1391","Trains.  Passenger",,"Challenger",,"Jun. 2, 1947",,"Southern Pacific",
"1392","Trains.  Passenger",,"City of San Francisco / California Zephyr.  Joint operation proposal",,,,"Southern Pacific",
"1393","Trains.  Passenger",,"City of San Francisco",,,,"Southern Pacific",
"1394","Trains. Passenger",,"City of San Francisco.  History",,,,"Southern Pacific",
"1395","Trains. Passenger",,"City of San Francisco. Discontinuance",,,,"Southern Pacific",
"1396","Trains. Passenger",,"City of San Francisco",,"1936",,"Southern Pacific",
"1397","Trains. Passenger",,"City of San Francisco",,"Jun. 12, 1936",,"Southern Pacific",
"1398","Trains. Passenger",,"City of San Francisco",,"Jun. 14, 1936",,"Southern Pacific",
"1399","Trains. Passenger",,"City of San Francisco",,"Jun. 18, 1936",,"Southern Pacific",
"1400","Trains. Passenger",,"City of San Francisco",,"Feb. 7 and 19, 1938",,"Southern Pacific",
"1401","Trains. Passenger",,"City of San Francisco",,"Jan. 1939",,"Southern Pacific",
"1402","Trains. Passenger",,"City of San Francisco",,"Oct. 1940",,"Southern Pacific",
"1403","Trains. Passenger",,"City of San Francisco",,"Jul. 1941",,"Southern Pacific",
"1404","Trains. Passenger",,"City of San Francisco",,"Jul. 26, 1941",,"Southern Pacific",
"1405","Trains. Passenger",,"City of San Francisco",,"Dec. 1944",,"Southern Pacific",
"1406","Trains. Passenger",,"City of San Francisco",,"Dec. 13, 1944",,"Southern Pacific",
"1407","Trains. Passenger",,"City of San Francisco",,"Oct. 1, 1946",,"Southern Pacific",
"1408","Trains. Passenger",,"City of San Francisco",,"Aug. 4, 1947",,"Southern Pacific",
"1409","Trains. Passenger",,"City of San Francisco",,"May 1951",,"Southern Pacific",
"1410","Trains. Passenger",,"City of San Francisco.  Snowbound",,"Jan. 1952",,"Southern Pacific",
"1411","Trains. Passenger",,"City of San Francisco.  Snowbound",,"Aug. 1955",,"Southern Pacific",
"1412","Trains. Passenger",,"City of San Francisco.  Snowbound",,"Jun. 1956",,"Southern Pacific",
"1413","Trains. Passenger",,"City of San Francisco",,"Sep. 1961",,"Southern Pacific",
"1414",,,,,,,"Miniature Railroads.  Griffith Park and Southern",
"1415",,,,,,,"Miniature Railroads.  Grizzly Flats Railroad",
"1416",,,,,,"Arkansas.  Clark Ridge","Miniature Railroads.  Baxter Ozark",
"1417",,,,,,"California.  Roseville","Miniature Railroads.  Antelope and Western / California State Narrow Gauge Railroad Museum",
"1418",,,,,,"New Jersey.  Roseland","Miniature Railroads.  Centerville and Southwestern",
"1419",,,,,,"Florida.  St. Augustine","Miniature Railroads.  Florida Southwestern",
"1420",,,,,,"California.  San Francisco","Miniature Railroads.  Herbert Fleishhacker Playfield Miniature Railroad",
"1421",,,,,,"Michigan.  Benton Harbor","Miniature Railroads.  House of David Park",
"1422",,,,,,"Wisconsin.  Milwaukee","Miniature Railroads.  Milwaukee Zoo Railway",
"1423",,,,,,"California.  Oakland.  Peralta Park","Miniature Railroads.  Oakland Narrow Gauge Railroad",
"1424",,,,,,"Oregon.  Portland","Miniature Railroads.  Portland Zoo Railway",
"1425",,,,,,"Wisconsin.  Wisconsin Dells","Miniature Railroads.  Riverside and Great Northern",
"1426",,,,,,"California.  Anaheim","Miniature Railroads.  Santa Fe and Disneyland",
"1427",,,,,,"Iowa.  Des Moines.  Riverview Park","Miniature Railroads.  Thornton Miniature Railroads",
"1428",,,,,,"Ohio. Toledo","Miniature Railroads.  Toledo Electric Railway",
"1429",,,,,,"California.  Venice","Miniature Railroads.  Venice Miniature Railway",
"1430",,,,,,"Missouri.  St. Louis County","Miniature Railroads. Wabash, Frisco and Pacific",
"1431",,,,,,"California.  Los Gatos","Miniature Railroads.  Wildcat Railroad",
"1432",,,,,,"Colorado","Miniature Railroads.  Tiny Town",
"1433",,,,,,"California.  Berkeley","Miniature Railroads.  Tilden, South Gate and Pacific",
"1434",,,,,,"California.  Sonoma","Sonoma, Gaslight and Western / Traintown",
"1435",,,,,,,"Miniature Railroads.  City of Sunshine Scenic Railway",
"1437",,,,,,"Vermont.  Quechee","Miniature Railroads.  Woodstock Railway",
"1438",,,,,,"California","Miniature Railroads.  Calistoga Steam Railroad",
"1439",,,,,,"California","Miniature Railroad.  Redwood Valley Railway",
"1440",,,,,,"California.  Gerber","Miniature Railroads.  South Shasta Lines",
"1441",,,,,,"South Dakota.  Custer","Miniature Railroads.  Flintstones Bedrock City",
"1442",,,,,,"California.  Chico","Miniature Railroads.  Butte County Railroad",
"1443",,,,,,,"Aberdeen and Rockfish",
"1444",,,,,,"Kansas","Abilene and Smoky Valley",
"1445",,,,,,,"Abilene and Southern",
"1446",,,,,,,"Ahukini Terminal and Railway",
"1448",,,,,,,"Akron Transportation Company",
"1452",,,,,,,"Alameda and San Joaquin",
"1453",,,,,,,"Alameda Belt Line",
"1455",,,,,,,"Alameda County Railway",
,,,,,,,"Concord Railroad",
,,,,,,,"Consolidated Rail Corporation / Conrail",
,,,,,,,"CSX (Chessie System / Seaboard Coast Line Industries)",
,,,,,,,"Delaware and Hudson",
,,,,,,,"Delaware, Lackawanna and Western",
,,,,,,,"Denver and Rio Grande",
,,,,,,,"Denver and Rio Grande Western",
,,,,,,,"Denver and Salt Lake",
,,,,,,,"Duluth, Missabe and Iron Range",
,,,,,,,"Duluth, South Shore and Atlantic",
,,,,,,,"East Bay Transit Company",
,,,,,,,"Erie-Lackawanna",
,,,,,,,"Erie",
,,,,,,,"Amtrak / National Railroad Passenger Corporation",
,,,,,,,"Arcata and Mad River",
,,,,,,,"Arcade and Attica",
,,,,,,,"Fruit Growers Supply",
,,,,,,,"Colorado Midland",
,,,,,,,"Atchison, Topeka and Santa Fe",
,,,,,,,"Baltimore and Ohio",
,,,,,,,"Bangor and Aroostook",
,,,,,,,"Belt Railway Company of Chicago",
,,,,,,,"Bessemer and Lake Erie",
,,,,,,,"Boston and Lowell",
,,,,,,,"Boston and Maine",
,,,,,,,"Boston and Providence",
,,,,,,,"Boston and Worcester",
,,,,,,,"Green Mountain",
,,,,,,,"British Columbia Railway / BC Rail",
,,,,,,,"Buffalo and Susquehanna",
,,,,,,,"Burlington Northern",
,,,,,,,"Canadian National",
,,,,,,,"Canadian Pacific / CP Rail / Canadian Pacific Steamship Line",
,,,,,,,"Central of Georgia",
,,,,,,,"Central Pacific",
,,,,,,,"Central Railroad of New Jersey",
,,,,,,,"Central Vermont",
,,,,,,,"Chesapeake and Ohio",
,,,,,,,"Chessie System",
,,,,,,,"Chicago and Alton",
,,,,,,,"Chicago and Eastern Illinois",
,,,,,,,"Chicago and North Western",
,,,,,,,"Chicago, Burlington and Quincy",
,,,,,,,"Chicago Great Western",
,,,,,,,"Hoosac Tunnel and Wilmington",
,,,,,,,"Chicago, Indianapolis and Louisville [MONON]",
,,,,,,,"Los Angeles Pacific",
,,,,,,,"Chicago, Milwaukee and Saint Paul",
,,,,,,,"Chicago, Milwaukee, Saint Paul and Pacific",
,,,,,,,"Chicago, Rock Island and Pacific",
,,,,,,,"Chicago, Saint Paul, Minneapolis and Omaha",
,,,,,,,"Chicago, South Shore and South Bend",
,,,,,,,"Chicago Transit Authority",
,,,,,,,"Cleveland, Cincinnati, Chicago and Saint Louis",
,,,,,,,"Colorado and Southern",
,,,,,,,"Ontario Northland",
,,,,,,,"Yosemite Mountain-Sugar Pine",
,,,,,,,"Alaska Railroad",
,,,,,,,"Alton Railroad",
,,,,,,,"Angels Flight",
,,,,,,,"Ann Arbor",
,,,,,,,"Atlantic Coast Line",
,,,,,,,"El Paso and Southwestern",
,,,,,,,"Black River and Western",
,,,,,,,"Buffalo and Lake Erie",
,,,,,,,"California Western Railroad / California Western Railroad and Navigation",
,,,,,,,"Camden and Amboy",
,,,,,,,"Carroll Park and Western",
,,,,,,,"Cass Scenic Railroad",
,,,,,,,"Central California Traction",
,,,,,,,"Chicago, Aurora and Elgin",
,,,,,,,"Ferrocarriles Nacionales de Mexico",
,,,,,,,"Conway Scenic",
,,,,,,,"Deadwood Central",
,,,,,,,"Florence and Cripple Creek",
,,,,,,,"Alameda-Contra Costa Transit District",
,,,,,,,"Great Northern",
,,,,,,,"Algoma Central",
,,,,,,,"Illinois Central",
,,,,,,,"Atlanta, Birmingham and Atlantic",
,,,,,,,"Denver, Northwestern and Pacific / Moffat Road",
,,,,,,,"East Broad Top",
,,,,,,,"East Tennessee and Western North Carolina",
,,,,,,,"Edaville",
,,,,,,,"Florida East Coast",
,,,,,,,"Ghost Town and Calico",
,,,,,,,"Gulf, Mobile and Ohio",
,,,,,,,"Illinois Central Gulf",
,,,,,,,"Illinois Terminal",
,,,,,,,"Indiana Harbor Belt Railroad",
,,,,,,,"Indian Valley",
,,,,,,,"Kansas City Southern",
,,,,,,,"Key System Transit Company / Lines",
,,,,,,,"Klamath and Hoppow Valley",
,,,,,,,"Lake Erie and Western",
,,,,,,,"Lake Shore and Michigan Southern",
,,,,,,,"Lehigh Valley",
,,,,,,,"Long Island",
,,,,,,,"Los Angeles Railway",
,,,,,,,"Los Angeles and San Diego Beach",
,,,,,,,"Louisville and Nashville",
,,,,,,,"McCloud River Railroad",
,,,,,,,"Maine Central",
,,,,,,,"Manitou and Pikes Peak",
,,,,,,,"Michigan Central",
,,,,,,,"Minneapolis and Saint Louis",
,,,,,,,"Minneapolis, Saint Paul and Sault Ste. Marie",
,,,,,,,"Missouri Kansas Texas",
,,,,,,,"Missouri Pacific",
,,,,,,,"Monongahela Incline",
,,,,,,,"Morris County Central",
,,,,,,,"Mount Tamalpais and Muir Woods",
,,,,,,,"Mount Tom",
,,,,,,,"Mount Washington Cog Railway",
,,,,,,,"Nevada-California-Oregon",
,,,,,,,"Nevada Northern",
,,,,,,,"New York Central and Hudson River",
,,,,,,,"New York, Chicago and Saint Louis",
,,,,,,,"Northern Electric",
,,,,,,,"Northern Redwood Lumber",
,,,,,,,"Oakland, Antioch and Eastern",
,,,,,,,"Yellow Pine Mine Railroad",
,,,,,,,"Ocean Shore",
,,,,,,,"Oregon, Pacific and Eastern",
,,,,,,,"Oregon Short Line",
,,,,,,,"Pacific Coast Steamship",
,,,,,,,"Pacific Electric",
,,,,,,,"Pacific Great Eastern",
,,,,,,,"Pacific Lumber Company",
,,,,,,,"Pere Marquette",
,,,,,,,"Petaluma and Santa Rosa",
,,,,,,,"Philadelphia and Reading",
,,,,,,,"Piedmont and Northern",
,,,,,,,"Pinconning and Blind River",
,,,,,,,"Pine Creek",
,,,,,,,"Pittsburgh and Lake Erie",
,,,,,,,"Public Service Coordinated Transport",
,,,,,,,"Quanah, Acme and Pacific",
,,,,,,,"Rayonier",
,,,,,,,"Reader",
,,,,,,,"Reading",
,,,,,,,"Rio Grande Southern",
,,,,,,,"Roaring Camp and Big Trees",
,,,,,,,"Rutland Railroad",
,,,,,,,"Sacramento Northern",
,,,,,,,"San Diego and Arizona",
,,,,,,,"San Diego and Arizona Eastern",
,,,,,,,"San Francisco, Napa and Calistoga",
,,,,,,,"San Joaquin and Eastern",
,,,,,,,"Sandy River and Rangely Lakes",
,,,,,,,"Sierra Railway",
,,,,,,,"Saint Louis, Iron Mountain and Southern",
,,,,,,,"Saint Louis-San Francisco",
,,,,,,,"Saint Paul and Pacific",
,,,,,,,"Stone Mountain Scenic Railroad",
,,,,,,,"Strasburg Railroad",
,,,,,,,"Texas and Pacific",
,,,,,,,"Twin City Rapid Transit",
,,,,,,,"Union Lumber",
,,,,,,,"United States Army",
,,,,,,,"Valley Railroad",
,,,,,,,"Veronia, South Park and Sunset",
,,,,,,,"Via Rail",
,,,,,,,"Virginia and Truckee",
,,,,,,,"Union Railroad",
,,,,,,,"Waterloo, Cedar Falls and Northern",
,,,,,,,"West Shore",
,,,,,,,"West Side and Cherry Valley",
,,,,,,,"Western and Atlantic",
,,,,,,,"Whippany Toonerville",
,,,,,,,"White Mountain Scenic Railroad",
,,,,,,,"White Pass and Yukon",
,,,,,,,"New York Central",
,,,,,,,"New York, New Haven and Hartford",
,,,,,,,"Norfolk and Western",
,,,,,,,"Northern Pacific",
,,,,,,,"Northwestern Pacific",
,,,,,,,"Alaska Steamship Company",
,,,,,,,"Oregon Railroad / Railway and Navigation",
,,,,,,,"Oregon-Washington Railroad and Navigation",
,,,,,,,"American Express Company",
,,,,,,,"Pacific Fruit Express",
,,,,,,,"Pennsylvania Railroad",
,,,,,,,"Phillips: A. Phillips and Company",
,,,,,,,"Oakland Traction Company",
,,,,,,,"Seaboard / Seaboard Air Line / Seaboard Coast Line",
,,,,,,,"Saint Louis-Southwestern",
,,,,,,,"Alameda, Oakland and Piedmont Electric Railway",
,,,,,,,"Alamogordo and Sacramento Mountain",
,,,,,,,"Albion and Southeastern",
,,,,,,,"Albion Lumber Company",
,,,,,,,"Albion River",
,,,,,,,"Alcolu",
,,,,,,,"Sumpter Valley",
,,,,,,,"Allegheny Portage",
,,,,,,,"Alleghany Central Scenic",
,,,,,,,"Alpine and Scenic",
,,,,,,,"Alton and Pacific",
,,,,,,,"Virginian",
,,,,,,,"Alturas and Lone Pine",
,,,,,,,"American Baptist Publication Society",
,,,,,,,"American Coal Enterprises",
,,,,,,,"American Freedom Train Foundation",
,,,,,,,"American Magnesium Company",
,,,,,,,"American River Land and Lumber",
,,,,,,,"Andover and Haverhill",
,,,,,,,"Animas Canyon",
,,,,,,,"Animas River Railway",
,,,,,,,"Atlantic and Pacific",
,,,,,,,"Austin and Northwestern",
,,,,,,,"Auto Train",
,,,,,,,"Delaware River Port Authority",
,,,,,,,"Akron, Canton and Youngstown",
,,,,,,,"Alabama Great Southern",
,,,,,,,"Alabama, Tennessee and Northern",
,,,,,,,"Algoma Central and Hudson Bay",
,,,,,,,"Almanor",
,,,,,,,"Alton and Southern",
,,,,,,,"Amador Central",
,,,,,,,"American Railway Express",
,,,,,,,"Apache Railway",
,,,,,,,"Apalachicola Northern",
,,,,,,,"Arizona and New Mexico",
,,,,,,,"Arizona Eastern",
,,,,,,,"Arkansas Central",
,,,,,,,"Atlanta and West Point",
,,,,,,,"Atlantic and Gulf",
,,,,,,,"Atlantic and North Carolina",
,,,,,,,"Atlantic City Railroad",
,,,,,,,"Kansas City Area Transportation Authority",
,,,,,,,"Gulf, Colorado and Santa Fe",
,,,,,,,"Union Pacific",
,,,,,,,"California and Oregon Coast",
,,,,,,,"Kyle Railways",
,,,,,,,"Metropolitan Transportation Authority",
,,,,,,,"Eljin, Joliet and Eastern",
,,,,,,,"Leelanau Scenic Railroad",
,,,,,,,"San Pedro, Los Angeles and Salt Lake",
,,,,,,,"Santa Fe Industries",
,,,,,,,"Santa Fe, Prescott and Phoenix",
,,,,,,,"Southern Pacific Golden Gate Ferries",
,,,,,,,"Stockton Terminal and Eastern",
,,,,,,,"Ferrocarril Interoceanico",
,,,,,,,"Lancaster and Chester",
,,,,,,,"Diamond Match",
,,,,,,,"Yosemite Valley",
,,,,,,,"South Bay Railroad and Land",
,,,,,,,"Sperry Rail Service",
,,,,,,,"Urban Transportation Development Corporation",
,,,,,,,"Grand Trunk Railway",
,,,,,,,"Jersey Central Lines",
,,,,,,,"Lynn and Boston",
,,,,,,,"Maryland and Pennsylvania",
,,,,,,,"Mexican Central",
,,,,,,,"Mississippi Central",
,,,,,,,"Mobile and Ohio",
,,,,,,,"Nashville, Chattanooga and Saint Louis",
,,,,,,,"Manchester and Oneida",
,,,,,,,"New Orleans and Northeastern",
,,,,,,,"New Orleans, Texas and Mexico",
,,,,,,,"New York and Boston",
,,,,,,,"New York, Ontario and Western",
,,,,,,,"New York, Susquehanna and Western",
,,,,,,,"Norfolk Southern",
,,,,,,,"Old Colony and Fall River",
,,,,,,,"Pacific Gas and Electric",
,,,,,,,"Panama Canal Railroad / Panama Railroad",
,,,,,,,"Penn Central",
,,,,,,,"Pittsburgh and West Virginia",
,,,,,,,"Pittsburgh, Cincinnati, Chicago and Saint Louis",
,,,,,,,"Port Authority of Allegheny County / Port Authority Transit",
,,,,,,,"Portland Transit Company",
,,,,,,,"Richmond, Fredericksburg and Potomac",
,,,,,,,"Rome, Watertown and Ogdensburg",
,,,,,,,"San Francisco and North Pacific",
,,,,,,,"San Francisco-Oakland Bay Bridge",
,,,,,,,"San Francisco-Sacramento",
,,,,,,,"Santa Fe Pacific",
,,,,,,,"Santa Fe Southern Pacific",
,,,,,,,"Shenandoah Central",
,,,,,,,"Southern Iowa Railway",
,,,,,,,"Toledo, Peoria and Western",
,,,,,,,"Toronto Transit Commission",
,,,,,,,"Troy and Greenfield",
,,,,,,,"Ulster and Delaware",
,,,,,,,"Vandalia",
,,,,,,,"Western Pacific Industries",
,,,,,,,"Western Railroad",
,,,,,,,"Wheeling and Lake Erie",
,,,,,,,"Wisconsin Central",
,,,,,,,"M. A. Burns Lumber Company",
,,,,,,,"Bedford and Bloomfield",
,,,,,,,"Bodie Railroad and Lumber Company / Bodie Railway Lumber Company",
,,,,,,,"California Transportation Company",
,,,,,,,"Carson and Colorado",
,,,,,,,"Caspar, South Fork and Eastern",
,,,,,,,"Eel River and Eureka",
,,,,,,,"Fruit Growers Express",
,,,,,,,"Gualala Mill Company",
,,,,,,,"H. J. Heinz",
,,,,,,,"Houston and Texas Central",
,,,,,,,"Long Bell Lumber",
,,,,,,,"Meigs Elevated Railway",
,,,,,,,"Michigan California Lumber",
,,,,,,,"Nevada and California",
,,,,,,,"Nevada Central",
,,,,,,,"Nevada Copper Belt",
,,,,,,,"Nevada County Narrow Gauge",
,,,,,,,"North Shore Railroad",
,,,,,,,"Oregon and California",
,,,,,,,"Pacific Coast Railway",
,,,,,,,"Public Service Railway",
,,,,,,,"Rio Grande Western",
,,,,,,,"Sacramento Valley Railroad",
,,,,,,,"San Francisco and San Jose",
,,,,,,,"Santa Cruz Portland Cement",
,,,,,,,"Sierra Flume and Lumber Company",
,,,,,,,"South Pacific Coast",
,,,,,,,"Standard Oil Company",
,,,,,,,"United States Railroad Administration",
,,,,,,,"Weed Lumber Company",
,,,,,,,"West Side Lumber",
,,,,,,,"Bath and Hammondsport",
,,,,,,,"Boston and Albany",
,,,,,,,"Burlington and Missouri River in Nebraska",
,,,,,,,"California Navigation and Improvement",
,,,,,,,"California Northwestern",
,,,,,,,"California Southern",
,,,,,,,"Canadian Government Railways",
,,,,,,,"Canadian Northern",
,,,,,,,"Cincinnati, Hamilton and Dayton",
,,,,,,,"Clinchfield",
,,,,,,,"Colorado Central",
,,,,,,,"Colusa and Lake",
,,,,,,,"Cumberland Valley",
,,,,,,,"Des Moines and Fort Dodge",
,,,,,,,"Diamond and Caldor",
,,,,,,,"Eastern Railroad",
,,,,,,,"Nashvile Trolley Company",
,,,,,,,"Elmira, Cortland and Northern",
,,,,,,,"Eureka and Palisade",
,,,,,,,"Ferrocarril del Pacifico de Nicaragua",
,,,,,,,"Ferrocarril Sud-Pacifico de Mexico",
,,,,,,,"Fitchburg",
,,,,,,,"Florida Central and Peninsular",
,,,,,,,"Fort Dodge, Des Moines and Southern",
,,,,,,,"Fort Worth and Denver City",
,,,,,,,"Galveston, Harrisburg and San Antonio",
,,,,,,,"Georgia Railroad",
,,,,,,,"Grand Rapids and Indiana",
,,,,,,,"Hocking Valley Railway",
,,,,,,,"Hudson and Manhattan",
,,,,,,,"International and Great Northern",
,,,,,,,"Interurban Electric",
,,,,,,,"Kansas City, Fort Scott and Memphis",
,,,,,,,"Kansas City, Mexico and Orient",
,,,,,,,"Lake Tahoe Railway and Transportation",
,,,,,,,"Lehigh and Hudson River",
,,,,,,,"Los Angeles and Salt Lake",
,,,,,,,"Los Angeles Steamship",
,,,,,,,"Louisiana and Arkansas",
,,,,,,,"Louisville, Evansville and Saint Louis",
,,,,,,,"Louisville, New Albany and Chicago",
,,,,,,,"Mauch Chunk, Summit Hill and Switch-Back",
,,,,,,,"Memphis and Charleston",
,,,,,,,"Midland Terminal",
,,,,,,,"Mill Valley and Mt. Tamalpais",
,,,,,,,"Morristown and Erie",
,,,,,,,"National City and Otay",
,,,,,,,"Nevada County Traction Company",
,,,,,,,"New York and Erie",
,,,,,,,"New York and New England",
,,,,,,,"New York and Oswego Midland",
,,,,,,,"New York and Philadelphia New Line",
,,,,,,,"New York, Lake Erie and Western",
,,,,,,,"New York, West Shore and Buffalo",
,,,,,,,"North Pacific Coast",
,,,,,,,"Northern Central",
,,,,,,,"Ohio Central",
,,,,,,,"Parmelee Transportation Company",
,,,,,,,"Peoria, Decatur and Evansville",
,,,,,,,"Philadelphia, Wilmington and Baltimore",
,,,,,,,"Pittsburgh and Western",
,,,,,,,"Marinship",
,,,,,,,"Queen and Crescent Route",
,,,,,,,"Quincy",
,,,,,,,"Richmond and Danville (Piedmont Air Line)",
,,,,,,,"Richmond and Petersburg",
,,,,,,,"Ringling Brothers and Barnum and Bailey",
,,,,,,,"Rogue River Valley",
,,,,,,,"Sacramento Valley and Eastern",
,,,,,,,"San Antonio and Aransas Pass",
,,,,,,,"Santa Fe Trailways",
,,,,,,,"Seaboard and Roanoke",
,,,,,,,"South Carolina Railroad",
,,,,,,,"Spokane, Portland and Seattle",
,,,,,,,"Saint Johnsbury and Lake Champlain",
,,,,,,,"Saint Louis, Rocky Mountain and Pacific",
,,,,,,,"Sunset Railway",
,,,,,,,"Susquehanna and New York",
,,,,,,,"Terminal Railroad Association of Saint Louis",
,,,,,,,"Texas Central",
,,,,,,,"Texas Mexican",
,,,,,,,"Tidewater Southern",
,,,,,,,"Toledo, Saint Louis and Western",
,,,,,,,"Tonopah and Goldfield",
